value
Apis mellifera
Tanacetum vulgare
Taraxacum officinale
Thymophylla pentachaeta
Tithonia tubaeformis
Tragopogon dubius
Tragopogon porrifolius
Tripleurospermum inodorum
Borago officinalis
Buglossoides arvensis
Cynoglossum amabile
Cynoglossum creticum
Echium plantagineum
Echium vulgare
Myosotis discolor
Myosotis scorpioides
Myosotis stricta
Myosotis verna
Aethionema saxatile
Alyssum alyssoides
Arabis alpina
Capsella bursa-pastoris
Cardamine africana
Cardamine hirsuta
Chorispora tenella
Descurainia sophia
Diplotaxis muralis
Diplotaxis tenuifolia
Draba verna
Eruca vesicaria
Erysimum repandum
Hornungia procumbens
Lepidium draba
Lepidium perfoliatum
Neslia paniculata
Rapistrum rugosum
Rorippa palustris
Rorippa sylvestris
Sinapis arvensis
Sinapis incana
Sisymbrium altissimum
Sisymbrium irio
Sisymbrium officinale
Sisymbrium orientale
Reseda luteola
Mesembryanthemum nodiflorum
Atriplex micrantha
Atriplex rosea
Chenopodium carnosulum
Kali turgida
Salsola soda
Spinacia oleracea
Cylindropuntia imbricata
Arenaria serpyllifolia
Atocion compactum
Cerastium arvense
Cerastium fontanum
Cerastium glomeratum
Herniaria cinerea
Herniaria hirsuta
Holosteum umbellatum
Petrorhagia nanteuilii
Sagina procumbens
Saponaria officinalis
Scleranthus annuus
Silene antirrhina
Silene gallica
Silene latifolia
Silene vulgaris
Frankenia pulverulenta
Claytonia perfoliata
Boerhavia diffusa
Fallopia convolvulus
Persicaria lapathifolia
Persicaria maculosa
Rumex acetosa
Rumex conglomeratus
Rumex maritimus
Rumex obtusifolius
Rumex pulcher
Tamarix chinensis
Tamarix gallica
Tamarix parviflora
Tamarix ramosissima
Cucumis anguria
Lagenaria siceraria
Luffa aegyptiaca
Dipsacus sativus
Knautia arvensis
Lonicera japonica
Lysimachia minima
Acacia longifolia
Cytisus scoparius
Dipogon lignosus
Galega officinalis
Laburnum anagyroides
Lathyrus latifolius
Lotus glaber
Lotus pedunculatus
Lupinus polyphyllus
Medicago lupulina
Medicago minima
Melilotus indicus
Melilotus officinalis
Trifolium arvense
Trifolium aureum
Trifolium campestre
Trifolium dubium
Trifolium hybridum
Trifolium pratense
Trifolium repens
Vicia villosa
Betula pendula
Quercus robur
Calotropis procera
Vinca major
Centaurium pulchellum
Galium aparine
Sherardia arvensis
Erodium cicutarium
Erodium malacoides
Erodium moschatum
Geranium dissectum
Geranium molle
Geranium pusillum
Tecoma stans
Marrubium vulgare
Melissa officinalis
Mentha aquatica
Mentha piperita
Mentha pulegium
Mentha rotundifolia
Prunella vulgaris
Salvia verbenaca
Stachys arvensis
Fraxinus pennsylvanica
Ligustrum lucidum
Ligustrum sinense
Paulownia tomentosa
Digitalis purpurea
Linaria vulgaris
Nuttallanthus canadensis
Plantago lanceolata
Veronica anagallis-aquatica
Veronica arvensis
Veronica serpyllifolia
Verbascum thapsus
Verbascum virgatum
Laurus nobilis
Persea americana
Croton serpyllifolius
Euphorbia platyphyllos
Manihot esculenta
Hypericum perforatum
Linum catharticum
Linum junceum
Populus nigra
Salix alba
Salix caprea
Salix fragilis
Salix viminalis
Viola arvensis
Viola odorata
Viola tricolor
Malva moschata
Malva neglecta
Lythrum salicaria
Eucalyptus sideroxylon
Eucalyptus viminalis
Epilobium brachycarpum
Oxalis corniculata
Eschscholzia californica
Fumaria agraria
Fumaria officinalis
Papaver rhoeas
Aquilegia vulgaris
Ranunculus repens
Hovenia dulcis
Rhamnus cathartica
Aphanes arvensis
Argentina anserina
Crataegus monogyna
Crataegus rhipidophylla
Eriobotrya japonica
Fragaria vesca
Malus pumila
Malus sylvestris
Potentilla indica
Poterium sanguisorba
Prunus mahaleb
Pyracantha angustifolia
Pyracantha atalantioides
Pyracantha coccinea
Rosa eglanteria
Rosa micrantha
Rosa pulverulenta
Rosa rubiginosa
Rubus divaricatus
Rubus fruticosus
Rubus ulmifolius
Ulmus pumila
Parietaria debilis
Urtica urens
Citrus trifoliata
Sedum acre
Calystegia sepium
Convolvulus arvensis
Cuscuta epithymum
Cuscuta indecora
Datura quercifolia
Tribulus terrestris
Juniperus communis
Juniperus virginiana
Pinus cembra
Pinus contorta
Pinus elliottii
Pinus monticola
Pinus patula
Pinus pinea
Pinus ponderosa
Pinus radiata
Pinus sylvestris
Pseudotsuga menziesii
Rhodeus amarus
Coregonus maraenoides
Ictalurus punctatus
Ginkgo biloba
Ephedra equisetina
Acorus calamus
Chlorophytum comosum
Eriospermum capense
Hyacinthus orientalis
Puschkinia peshmenii
Yucca aloifolia
Kniphofia hybrida
Fritillaria imperialis
Panicum capillare
Psilurus incurvus
Aegopodium podagraria
Ambrosia polystachya
Arctotis hybrida
Argyranthemum frutescens
Callistephus chinensis
Cirsium sorocephalum
Cota triumfettii
Cyclachaena xanthiifolia
Dahlia cultorum
Galinsoga quadriradiata
Gazania rigens
Grindelia squarrosa
Jacobaea maritima
Plagius grandis
Rudbeckia hirta
Sigesbeckia orientalis
Solidago canadensis
Symphyotrichum novae-angliae
Symphyotrichum novi-belgii
Tagetes minima
Tripleurospermum rosellum
Xerochrysum bracteatum
Legousia falcata
Lobelia erinus
Schisandra chinensis
Myosotis alpina
Alliaria petiolata
Lunaria annua
Matthiola incana
Buxus balearica
Buxus microphylla
Buxus sempervirens
Alternanthera reineckii
Iresine diffusa
Dianthus barbatus
Silene chalcedonica
Silene flos-cuculi
Portulaca grandiflora
Celastrus orbiculatus
Euonymus japonicus
Euonymus maackii
Cornus sanguinea
Cornus sericea
Deutzia gracilis
Deutzia scabra
Philadelphus coronarius
Philadelphus inodorus
Begonia grandeflora
Begonia pendula
Citrullus colocynthis
Ecballium elaterium
Echinocystis lobata
Sambucus canadensis
Lonicera alpigena
Lonicera canadensis
Lonicera dioica
Lonicera etrusca
Lonicera flava
Lonicera fragrantissima
Lonicera maackii
Lonicera periclymenum
Lonicera pileata
Lonicera reticulata
Lonicera tatarica
Lonicera xylosteum
Symphoricarpos occidentalis
Symphoricarpos orbiculatus
Vesalea floribunda
Weigela coraeensis
Weigela florida
Actinidia arguta
Actinidia chinensis
Actinidia kolomikta
Actinidia polygama
Impatiens glandulifera
Diospyros kaki
Lysimachia linum-stellatum
Amorpha paniculata
Caragana arborescens
Caragana fruticosa
Caragana grandiflora
Cercis canadensis
Cercis siliquastrum
Colutea arborescens
Genista germanica
Gymnocladus dioica
Lupinus multiflorus
Medicago arabica
Robinia viscosa
Sphaerophysa salsula
Styphnolobium japonicum
Wisteria floribunda
Wisteria frutescens
Wisteria sinensis
Alnus incana
Betula ermanii
Betula papyrifera
Quercus glauca
Quercus ilex
Quercus rubra
Quercus serrata
Quercus suber
Juglans mandshurica
Juglans microcarpa
Juglans nigra
Vinca minor
Pelargonium odoratissimum
Pelargonium zonale
Campsis grandiflora
Catalpa bignonioides
Catalpa ovata
Catalpa speciosa
Galeopsis tetrahit
Perilla frutescens
Salvia splendens
Vitex agnus-castus
Vitex negundo
Fontanesia phillyreoides
Forestiera pubescens
Forsythia suspensa
Fraxinus americana
Fraxinus sogdiana
Fraxinus velutina
Ligustrum japonicum
Ligustrum ovalifolium
Syringa chinensis
Syringa henryi
Syringa josikaea
Syringa komarowii
Syringa oblata
Syringa persica
Syringa reflexa
Syringa reticulata
Syringa tomentella
Syringa villosa
Syringa vulgaris
Mimulus hybridus
Penstemon barbatus
Penstemon campanulatus
Penstemon hybridus
Penstemon rupicola
Veronica armena
Buddleja alternifolia
Buddleja nivea
Glandularia hybrida
Liriodendron chinense
Liriodendron tulipifera
Magnolia grandiflora
Magnolia kobus
Acalypha australis
Flueggea suffruticosa
Populus balsamifera
Populus deltoides
Populus simonii
Tilia americana
Tilia dasystyla
Oenothera grandiflora
Platanus hybrida
Platanus occidentalis
Berberis amurensis
Berberis aquifolium
Berberis canadensis
Berberis japonica
Berberis julianae
Berberis repens
Berberis thunbergii
Berberis wilsoniae
Clematis alpina
Clematis apiifolia
Clematis brevicaudata
Clematis cirrhosa
Clematis fusca
Clematis glauca
Clematis ligusticifolia
Clematis montana
Clematis serratifolia
Clematis sibirica
Clematis songarica
Clematis tangutica
Clematis terniflora
Clematis viorna
Clematis virginiana
Clematis vitalba
Clematis viticella
Celtis australis
Celtis occidentalis
Elaeagnus pungens
Maclura pomifera
Rhamnus davurica
Amelanchier laevis
Amelanchier spicata
Borkhausenia intermedia
Chaenomeles japonica
Cotoneaster horizontalis
Cotoneaster lucidus
Cotoneaster melanocarpus
Crataegus anomala
Crataegus douglasii
Crataegus intricata
Crataegus maximowiczii
Crataegus nigra
Exochorda racemosa
Malus baccata
Malus mandshurica
Malus sieboldii
Malus sieversii
Physocarpus amurensis
Physocarpus capitatus
Physocarpus monogynus
Physocarpus opulifolius
Physocarpus ribesifolius
Prunus cerasifera
Prunus lusitanica
Prunus maackii
Prunus mandshurica
Prunus pensylvanica
Prunus serotina
Prunus sibirica
Prunus tomentosa
Sorbaria sorbifolia
Sorbus aucuparia
Sorbus tianschanica
Sorbus turkestanica
Spiraea alba
Spiraea chamaedryfolia
Spiraea douglasii
Spiraea japonica
Spiraea pyramidata
Spiraea trilobata
Spiraea vanhouttei
Ulmus glabra
Pistacia vera
Rhus aromatica
Rhus typhina
Phellodendron amurense
Acer palmatum
Acer pictum
Acer rubrum
Acer saccharum
Acer tataricum
Koelreuteria paniculata
Echeveria pulvinata
Ribes aureum
Ribes cynosbati
Ribes nigrum
Ribes rubrum
Parrotia persica
Paeonia suffruticosa
Astilbe chinensis x japonica x rosea
Ipomoea hederacea
Ipomoea tricolor
Petunia atkinsiana
Ampelopsis megalophylla
Parthenocissus tricuspidata
Vitis amurensis
Vitis champinii
Vitis mustangensis
Vitis vulpina
Chamaecyparis lawsoniana
Chamaecyparis thyoides
Juniperus chinensis
Juniperus excelsa
Juniperus pseudosabina
Metasequoia glyptostroboides
Sequoia sempervirens
Sequoiadendron giganteum
Thuja occidentalis
Abies numidica
Abies pinsapo
Abies sibirica
Cedrus atlantica
Cedrus libani
Larix decidua
Larix kaempferi
Larix occidentalis
Larix sibirica
Picea abies
Picea engelmannii
Picea obovata
Picea omorika
Picea pungens
Picea smithiana
Pinus banksiana
Pinus bungeana
Pinus nigra
Pinus strobus
Pinus wallichiana
Euchone limnicola
Myxicola infundibulum
Sabella spallanzanii
Hydroides dirampha
Hydroides ezoensis
Hydroides sanctaecrucis
Dipolydora giardi
Polydora websteri
Pseudopolydora kempi
Pseudopolydora paucibranchiata
Apis cerana
Anoplolepis gracilipes
Linepithema humile
Vespula vulgaris
Caprella scaura
Apocorophium acutum
Crassicorophium bonellii
Laticorophium baconi
Monocorophium acherusicum
Monocorophium insidiosum
Monocorophium sextonae
Metacarcinus novaezelandiae
Petrolisthes elongatus
Charybdis japonica
Vojmirophthalmus nacreus
Cirolana harfordi
Eurylana arcuata
Paracerceis sculpta
Paradella dianae
Sphaeroma quoianum
Sphaeroma walkeri
Lepas anserifera
Amphibalanus improvisus
Amphibalanus reticulatus
Fistulobalanus albicostatus
Megabalanus coccopoma
Megabalanus rosa
Megabalanus tintinnabulum
Notomegabalanus algicola
Hippoporina indica
Cradoscrupocellaria bertholletii
Tricellaria occidentalis
Arbopercula bengalensis
Conopeum tenuissimum
Biflustra grandicella
Schizoporella japonica
Schizoporella unicornis
Membraniporopsis tubigera
Watersipora arcuata
Watersipora subtorquata
Anguinella palmata
Amathia distans
Lophopodella carteri
Misgurnus anguillicaudatus
Pethia conchonius
Rutilus rutilus
Phalloceros caudimaculatus
Poecilia latipinna
Xiphophorus hellerii
Xiphophorus maculatus
Scleropages formosus
Anabas testudineus
Amatitlania nigrofasciata
Amphilophus citrinellus
Amphilophus labiatus
Andinoacara pulcher
Astatotilapia burtoni
Astronotus ocellatus
Cichlasoma trimaculatum
Geophagus brasiliensis
Hemichromis bimaculatus
Parachromis managuensis
Pelmatolapia mariae
Rocio octofasciata
Acanthogobius flavimanus
Acentrogobius pflaumii
Tridentiger trigonocephalus
Trichopodus trichopterus
Amniataba percoides
Forsterygion lapillum
Forsterygion varium
Plotosus lineatus
Litoria dentata
Didemnum perlucidum
Botrylloides leachii
Botrylloides violaceus
Styela plicata
Anas superciliosa X platyrhynchos
Cairina moschata
Cereopsis novaehollandiae
Anseranas semipalmata
Dromaius novaehollandiae
Geopelia cuneata
Geopelia humeralis
Geopelia placida
Geophaps plumifera
Leucosarcia melanoleuca
Ocyphaps lophotes
Streptopelia chinensis
Streptopelia senegalensis
Dacelo novaeguineae
Alectura lathami
Leipoa ocellata
Numida meleagris
Gallus gallus
Meleagris gallopavo
Pavo cristatus
Gallinula mortierii
Gallirallus australis
Alauda arvensis
Mirafra javanica
Corvus splendens
Gymnorhina tibicen
Lonchura oryzivora
Lonchura punctulata
Taeniopygia guttata
Acanthis flammea
Fringilla coelebs
Grallina cyanoleuca
Passer montanus
Pycnonotus jocosus
Acridotheres tristis
Turdus merula
Turdus philomelos
Callocephalon fimbriatum
Platycercus elegans
Platycercus venustus
Tyto alba
Tyto novaehollandiae
Camelus dromedarius
Vicugna pacos
Axis porcinus
Rusa timorensis
Rusa unicolor
Mustela putorius
Parantechinus apicalis
Lagostrophus fasciatus
Phascolarctos cinereus
Lepus capensis
Perameles gunnii
Cavia porcellus
Rattus exulans
Lycodon capucinus
Notechis scutatus
Gehyra mutilata
Hemidactylus frenatus
Lepidodactylus lugubris
Ctenotus lancelini
Lygosoma bowringii
Tiliqua rugosa
Ramphotyphlops braminus
Varanus gouldii
Varanus rosenbergi
Chelodina longicollis
Garveia franciscana
Cordylophora caspia
Coryne eximia
Obelia dichotoma
Obelia longissima
Antennella secundaria
Asterias amurensis
Astrostole scabra
Patiriella regularis
Barentsia benedeni
Acar plicata
Theora lubrica
Corbula amurensis
Corbula gibba
Mya japonica
Arcuatula senhousia
Ostrea edulis
Raeta pulchella
Venerupis largillierti
Maoricolpus roseus
Anteaeolidiella indica
Okenia plana
Godiva quadricolor
Polycera capensis
Polycera hedgpethi
Thecacera pennigera
Chiton glaucus
Alexandrium catenella
Alexandrium sp.
Alexandrium minutum
Alexandrium tamarense
Coolia monotis
Pfiesteria sp.
Arthrocladia villosa
Discosporangium mesarthrocarpum
Asperococcus ensiformis
Botrytella micromora
Stictyosiphon soriferus
Striaria attenuata
Sphacella subtilissima
Austropuccinia psidii
Pseudoscleropodium purum
Caulerpa cylindracea
Caulerpa filiformis
Pseudocodium devriesii
Cladophora prolifera
Ulva linza
Ulva taeniata
Acrosymphyton taylorii
Antithamnion cruciatum
Antithamnionella spirographidis
Chondria arcuata
Polysiphonia senticulosa
Cottoniella fusiformis
Gymnogongrus crenulatus
Schottera nicaeensis
Solieria filiformis
Grateloupia imbricata
Grateloupia subpectinata
Grateloupia turuturu
Alisma lanceolatum
Hydrocleys nymphoides
Limnocharis flava
Sagittaria brevirostra
Sagittaria montevidensis
Sagittaria platyphylla
Sagittaria sagittifolia
Arisarum vulgare
Epipremnum aureum
Lemna minor
Xanthosoma sagittifolium
Egeria densa
Lagarosiphon major
Limnobium laevigatum
Limnobium spongia
Stratiotes aloides
Vallisneria nana
Triglochin bulbosa
Triglochin scilloides
Potamogeton acutifolius
Potamogeton praelongus
Stuckenia pectinata
Caryota mitis
Phoenix dactylifera
Phoenix reclinata
Phoenix roebelenii
Phoenix sylvestris
Sabal palmetto
Trachycarpus fortunei
Allium neapolitanum
Allium obliquum
Allium oleraceum
Allium paniculatum
Allium roseum
Allium scorodoprasum
Allium vineale
Crinum moorei
Habranthus robustus
Hippeastrum puniceum
Hymenocallis caribaea
Narcissus jonquilla
Narcissus papyraceus
Nerine filifolia
Nerine undulata
Pancratium maritimum
Sternbergia lutea
Tulbaghia violacea
Zephyranthes candida
Asparagus declinatus
Asparagus macowanii
Asparagus scandens
Cordyline australis
Furcraea selloa
Hyacinthoides hispanica
Hyacinthoides non-scripta
Lachenalia aloides
Lachenalia bulbifera
Lachenalia mutabilis
Lachenalia reflexa
Muscari armeniacum
Muscari neglectum
Ornithogalum arabicum
Ornithogalum pyramidale
Ornithogalum pyrenaicum
Ornithogalum thyrsoides
Ornithogalum umbellatum
Sansevieria trifasciata
Scilla hyacinthoides
Scilla peruviana
Aloe cameronii
Aloe maculata
Aloe monteiroi
Aloe striata x maculata
Asphodelus fistulosus
Dianella ensifolia
Kniphofia uvaria
Phormium tenax
Trachyandra divaricata
Pauridia capensis
Babiana angustifolia
Babiana fragrans
Babiana nana
Babiana nervosa
Babiana tubulosa
Chasmanthe bicolor
Chasmanthe floribunda
Crocosmia crocosmiiflora
Dierama pendulum
Dierama pulcherrimum
Dietes bicolor
Dietes grandiflora
Dietes iridioides
Dietes robinsoniana
Ferraria crispa
Freesia alba x leichtlinii
Freesia laxa
Freesia leichtlinii
Freesia leichtlinii x refracta
Freesia refracta
Geissorhiza aspera
Gladiolus alatus
Gladiolus angustus
Gladiolus cardinalis
Gladiolus carneus
Gladiolus caryophyllaceus
Gladiolus colvillei
Gladiolus communis
Gladiolus dalenii
Gladiolus floribundus
Gladiolus gandavensis
Gladiolus gueinzii
Gladiolus tristis
Gladiolus undulatus
Gladiolus watsonius
Herbertia lahue
Hesperantha coccinea
Hesperantha falcata
Iris domestica
Iris foetidissima
Iris laevigata
Iris orientalis
Iris spuria
Iris unguicularis
Iris xiphium
Ixia flexuosa
Ixia longituba
Ixia maculata
Ixia maculata x polystachya
Ixia paniculata
Ixia polystachya
Ixia viridiflora
Lapeirousia anceps
Moraea aristata
Moraea bellendenii
Moraea collina
Moraea flaccida
Moraea fugacissima
Moraea fugax
Moraea lewisiae
Moraea miniata
Moraea ochroleuca
Moraea setifolia
Moraea spathulata
Moraea vegeta
Romulea bulbocodium
Romulea flava
Romulea minutiflora
Romulea obscura
Romulea rosea
Sisyrinchium rosulatum
Sparaxis bulbifera
Sparaxis grandiflora
Sparaxis pillansii
Sparaxis tricolor
Tritonia crocata
Tritonia squalida
Watsonia aletroides
Watsonia borbonica
Watsonia knysnana
Watsonia marginata
Watsonia meriana
Watsonia versfeldii
Arundina graminifolia
Disa bracteata
Epidendrum ibaguense
Eulophia graminea
Cyanella hyacinthoides
Callisia fragrans
Callisia repens
Commelina africana
Dichorisandra thyrsiflora
Murdannia nudiflora
Tradescantia fluminensis
Tradescantia pallida
Wachendorfia paniculata
Wachendorfia thyrsiflora
Eichhornia azurea
Heteranthera reniformis
Pontederia cordata
Alstroemeria aurea
Alstroemeria pelegrina
Baeometra uniflora
Colchicum autumnale
Gloriosa superba
Lilium formosanum
Lilium lancifolium
Tillandsia usneoides
Bulbostylis striatella
Carex albula
Carex arenaria
Carex buchananii
Carex curvicollis
Carex densa
Carex distans
Carex disticha
Carex divisa
Carex divulsa
Carex flacca
Carex flagellifera
Carex leersii
Carex pendula
Carex pilulifera
Carex punctata
Carex scoparia
Carex testacea
Cyperus aggregatus
Cyperus albostriatus
Cyperus arenarius
Cyperus bracheilema
Cyperus congestus
Cyperus dubius
Cyperus eragrostis
Cyperus melanospermus
Cyperus metzii
Cyperus papyrus
Cyperus prolifer
Cyperus reflexus
Cyperus rigens
Cyperus sphacelatus
Cyperus surinamensis
Cyperus vorsteri
Eleocharis minuta
Eleocharis pachycarpa
Eleocharis parodii
Eleocharis parvula
Fimbristylis alboviridis
Fimbristylis umbellaris
Isolepis hystrix
Isolepis marginata
Isolepis prolifera
Isolepis sepulcralis
Isolepis setacea
Schoenoplectiella juncoides
Schoenoplectus californicus
Schoenoplectus erectus
Scirpus pendulus
Trianoptiles solitaria
Eriocaulon truncatum
Juncus acuminatus
Juncus acutiflorus
Juncus acutus
Juncus articulatus
