group,x_variable,measure,plot,species.names
1,Year,Abundance,Direktoratet for naturforvaltning (2003). Bestandsstatus for laks i Norge 2002. Rapport fra arbeidsgruppe: Utredning 2003-2002._6,Salvelinus alpinus
1,Year,Density,"Jensen, A. (2004). Unpublished data, Norwegian Institute for Nature Research (NINA)._2",Salmo salar
1,Year,Abundance,"Jensen, A. J., B. O. Johnsen, et al. (2004). Fiskebiologiske undersøkelser i Eidfjordvassdraget, Hordaland fylke 2003. NINA Oppdragsmelding 810: 34pp._1",Salmo salar
1,Year,Density,"Arnekleiv, J. V., G. Kjærstad, et al. (2000). Fiskebiologiske undersøkelser i Stjørdalselva 1990-1999. Del 1. Vassdragsregulering, hydrografi, bunndyr, ungfisktettheter og smolt. Vitenskapsmuseet Rapport Zoologisk Serie: 2000-3, NTNU Vitenskapsmuseet.| Arnekleiv, J. V. (2005). Fiskeribiologiske undersøkelser av laks (Salmo salar) og ørret (Salmo trutta) i Stjørdalselva, Nord Trøndelag. Data fra 1992 til 2004. W. Norway._1",Salmo salar
1,Year,Density,"Garnås, E. (2003). Fangst av anadrome laksefisk i Drammenselva, Lierelva, Åroselva og Drammensfjorden i 2003. Notat av 09.12.2003, Fylkesmannen i Buskerud. Miljøvernavdelingen. .| Garnås, E. (2004). Ungetetthet av laks og sjøørret i Drammenselva, Lierelva/Glitra og Åroselva. Oversendte tall._2",Salmo salar
1,Year,Density,Direktoratet for naturforvaltning (2004). Kalking i vann og vassdrag. Effektkontroll av større prosjekter 2003. Notat 2004-2._9,Salmo salar
1,Year,Density,Direktoratet for naturforvaltning (2004). Kalking i vann og vassdrag. Effektkontroll av større prosjekter 2003. Notat 2004-2._10,Salmo salar
1,Year,Density,Direktoratet for naturforvaltning (2004). Kalking i vann og vassdrag. Effektkontroll av større prosjekter 2003. Notat 2004-2._13,Salmo salar
1,Year,Density,Direktoratet for naturforvaltning (2004). Kalking i vann og vassdrag. Effektkontroll av større prosjekter 2003. Notat 2004-2._15,Salmo salar
1,Year,Density,Direktoratet for naturforvaltning (2004). Kalking i vann og vassdrag. Effektkontroll av større prosjekter 2003. Notat 2004-2._16,Salmo salar
1,Year,Density,Direktoratet for naturforvaltning (2004). Kalking i vann og vassdrag. Effektkontroll av større prosjekter 2003. Notat 2004-2._17,Salmo salar
1,Year,Density,Direktoratet for naturforvaltning (2004). Kalking i vann og vassdrag. Effektkontroll av større prosjekter 2003. Notat 2004-2._20,Salmo salar
1,Year,Density,Direktoratet for naturforvaltning (2004). Kalking i vann og vassdrag. Effektkontroll av større prosjekter 2003. Notat 2004-2._21,Salmo salar
1,Year,Density,Direktoratet for naturforvaltning (2004). Kalking i vann og vassdrag. Effektkontroll av større prosjekter 2003. Notat 2004-2._22,Salmo salar
1,Year,Density,Direktoratet for naturforvaltning (2004). Kalking i vann og vassdrag. Effektkontroll av større prosjekter 2003. Notat 2004-2._24,Salmo salar
1,Year,Density,Direktoratet for naturforvaltning (2004). Kalking i vann og vassdrag. Effektkontroll av større prosjekter 2003. Notat 2004-2._30,Salmo salar
1,Year,N,"Michalsen, K. (2004). Havets ressurser 2004. Fisken og havet, særnr. 1-2004, Havforskningsinstituttet.| Stiansen, J. E. and A. A. Filin (2008). Joint PINRO/IMR Report on the State of the Barents Sea Ecosystem in 2007, with Expected Situation and Considerations for Management. IMR-PINRO Joint Report Series 2008(1). Bergen, Norway, Institute of Marine Research: 185 pp.| McBride, M. M., et al. (2014). IMR/PINRO update of the “Joint Norwegian-Russian environmental status report on the Barents Sea Ecosystem” giving the current situation for climate, phytoplankton, zooplankton, fish, and fisheries during 2012-13. IMR/PINRO Joint Report Series 2014(1)._1",Boreogadus saida
1,Year,N,"Michalsen, K. (2004). Havets ressurser 2004. Fisken og havet, særnr. 1-2004, Havforskningsinstituttet._3",Clupea harengus
1,Year,N,"Michalsen, K. (2004). Havets ressurser 2004. Fisken og havet, særnr. 1-2004, Havforskningsinstituttet._4",Clupea harengus
1,Year,N,"Michalsen, K. (2004). Havets ressurser 2004. Fisken og havet, særnr. 1-2004, Havforskningsinstituttet._5",Gadus morhua
1,Year,N,"Michalsen, K. (2004). Havets ressurser 2004. Fisken og havet, særnr. 1-2004, Havforskningsinstituttet.| International Council for the Exploration of the Sea (2014). ICES advice for fish stocks (Cod in Subareas I and II - Northeast Arctic Cod). ICES Advice 2014._1",Gadus morhua
1,Year,N,"Michalsen, K. (2004). Havets ressurser 2004. Fisken og havet, særnr. 1-2004, Havforskningsinstituttet._6",Mallotus villosus
1,Year,N,"Michalsen, K. (2004). Havets ressurser 2004. Fisken og havet, særnr. 1-2004, Havforskningsinstituttet._7",Melanogrammus aeglefinus
1,Year,N,"Michalsen, K. (2004). Havets ressurser 2004. Fisken og havet, særnr. 1-2004, Havforskningsinstituttet._8",Micromesistius poutassou
1,Year,N,"Michalsen, K. (2004). Havets ressurser 2004. Fisken og havet, særnr. 1-2004, Havforskningsinstituttet._9",Pollachius virens
1,Year,Abundance,"Michalsen, K. (2004). Havets ressurser 2004. Fisken og havet, særnr. 1-2004, Havforskningsinstituttet._10",Pollachius virens
1,Year,N,"Michalsen, K. (2004). Havets ressurser 2004. Fisken og havet, særnr. 1-2004, Havforskningsinstituttet._11",Reinhardtius hippoglossoides
1,Year,Abundance,"Michalsen, K. (2004). Havets ressurser 2004. Fisken og havet, særnr. 1-2004, Havforskningsinstituttet._12",Scomber scombrus
1,Year,Abundance,International Council for the Exploration of the Sea (2004). The Advisory Commitee of Fishery Management. Book 1. Oktober 2004._4,Solea solea
1,Year,N,"Irvine, J. R. (2002). COSEWIC status report on the coho salmon Oncorhynchus kisutch (Interior Fraser population) in Canada, in COSEWIC assessment and status report on the coho salmon Oncorhynchus kisutch (Interior Fraser population) in Canada. Ottawa, Committee on the Status of Endangered Wildlife in Canada: 1-34 pp._1",Oncorhynchus kisutch
1,Year,N,"Irvine, J. R. (2002). COSEWIC status report on the coho salmon Oncorhynchus kisutch (Interior Fraser population) in Canada, in COSEWIC assessment and status report on the coho salmon Oncorhynchus kisutch (Interior Fraser population) in Canada. Ottawa, Committee on the Status of Endangered Wildlife in Canada: 1-34 pp._2",Oncorhynchus kisutch
1,Year,N,"Irvine, J. R. (2002). COSEWIC status report on the coho salmon Oncorhynchus kisutch (Interior Fraser population) in Canada, in COSEWIC assessment and status report on the coho salmon Oncorhynchus kisutch (Interior Fraser population) in Canada. Ottawa, Committee on the Status of Endangered Wildlife in Canada: 1-34 pp._3",Oncorhynchus kisutch
1,Year,Abundance,"COSEWIC (2003). COSEWIC assessment and status report on the cusk Brosme brosme in Canada. Ottawa, Committee on the Status of Endangered Wildlife in Canada.: vi + 30 pp._1",Brosme brosme
1,Year,N,"Government of Canada (1996). The State of Canada's Environment - 1996. Ottawa, Environment Canada._2",Oncorhynchus gorbuscha
1,Year,N,"Government of Canada (1996). The State of Canada's Environment - 1996. Ottawa, Environment Canada._3",Oncorhynchus keta
1,Year,N,"Government of Canada (1996). The State of Canada's Environment - 1996. Ottawa, Environment Canada._4",Oncorhynchus tshawytscha
1,Year,N,"Government of Canada (1996). The State of Canada's Environment - 1996. Ottawa, Environment Canada. | Ministry of Natural Resources (2007). American eel in Ontario. State of Resources Reporting. Ontario, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._1",Anguilla rostrata
1,Year,N,"COSEWIC (2005). COSEWIC assessment and status report on the winter skate Leucoraja ocellata in Canada. Ottawa, Committee on the Status of Endangered Wildlife in Canada: vii + 41._1",Leucoraja ocellata
1,Year,Abundance,"DFO (2011). Recovery Potential Assessment for American Plaice Maritime DU. Canadian Science Advisory Secretariat Science Advisory Report, Fisheries and Oceans Canada. 2011/043: 30._1",Hippoglossoides platessoides
1,Year,Abundance,DFO (2004). Newfoundland and Labrador Region Groundfish Stock Updates. Stock Status Report 2004/047. D. C. S. A. Sec._7,Amblyraja radiata
1,Year,Abundance,DFO (2004). Newfoundland and Labrador Region Groundfish Stock Updates. Stock Status Report 2004/047. D. C. S. A. Sec. | DFO (2013). Stock Assessment of NAFO Subdivision 3Ps Thorny Skate. DFO Can. Sci. Advis. Sec. Sci. Advis. Rep. 2012/077._1,Amblyraja radiata
1,Year,CPUE,DFO (2004). Winter flounder in the southern Gulf of St. Lawrence (Div. 4T). DFO Science Stock Status Report 2004/005.| DFO (2012). Assessment of winter flounder (Pseudopleuronectes americanus) in the southern Gulf of St. Lawrence (NAFO Div. 4T). Can. Sci. Advis. Sec. Sci. Advis. Rep. 2012/016._1,Pseudopleuronectes americanus
1,Year,Abundance,DFO (2006). Assessment of Cod in the Southern Gulf of St. Lawrence. Sci. Advis. Rep. 2006/014. D. C. S. A. DFO Can. Sci. Advis. Sec: 1-13.| DFO (2009). Assessment of cod in the Southern Gulf of St. Lawrence. Canadian Science Advisory Secretariat Science Advisory Report. 007: 1-15._1,Gadus morhua
1,Year,Abundance,DFO (2006). Assessment of Cod in the Southern Gulf of St. Lawrence. Sci. Advis. Rep. 2006/014. D. C. S. A. DFO Can. Sci. Advis. Sec: 1-13.| DFO (2009). Assessment of cod in the Southern Gulf of St. Lawrence. Canadian Science Advisory Secretariat Science Advisory Report. 007: 1-15._2,Gadus morhua
1,Year,Abundance,DFO (2005). Stock Assessment on Subdivision 3Ps American plaice. Sci. Advis. Rep. 2005/048. D. C. S. A. Sec.: 1-9._1,Hippoglossoides platessoides
1,Year,Abundance,"DFO (2005). Stock Assessment on Subdivision 3Ps American plaice. Sci. Advis. Rep. 2005/048. D. C. S. A. Sec.: 1-9.| DFO (2011). Recovery Potential Assessment of American Plaice (Hippoglossoides platessoides) in Newfoundland and Labrador. Canadian Science Advisory Secretariat Science Advisory Report, Fisheries and Oceans Canada. 2011/030: 27._1",Hippoglossoides platessoides
1,Year,CPUE,"DFO (2006). Atlantic Halibut on the Scotian Shelf and Southern Grand Banks (Div. 3NOPs4VWX). Sci. Advis. Rep. 2006/038. D. C. S. A. Sec.: 1-9.| DFO (2011). Assessment of Atlantic halibut on the Scotian shelf and southern grand banks (NAFO divisions 3NOPs4VWX5Zc). DFO Can. Sci. Advis. Sec. Sci. Advis., 2011/001._1",Hippoglossus hippoglossus
1,Year,Abundance,"DFO (2005). Assessment of Newfoundland and Labrador Atlantic Salmon. Sci. Advis. Rep. 2005/052. D. C. S. A. Sec: 1-18.| DFO (2010). STOCK ASSESSMENT OF NEWFOUNDLAND AND LABRADOR ATLANTIC SALMON - 2010. Canadian Science Advisory Secretariat Science Advisory Report, Fisheries and Oceans Canada. 2010/087: 20._1",Salmo salar
1,Year,Abundance,"DFO (2005). Assessment of Newfoundland and Labrador Atlantic Salmon. Sci. Advis. Rep. 2005/052. D. C. S. A. Sec: 1-18.| DFO (2010). STOCK ASSESSMENT OF NEWFOUNDLAND AND LABRADOR ATLANTIC SALMON - 2010. Canadian Science Advisory Secretariat Science Advisory Report, Fisheries and Oceans Canada. 2010/087: 20._2",Salmo salar
1,Year,Abundance,"DFO (2005). Assessment of Newfoundland and Labrador Atlantic Salmon. Sci. Advis. Rep. 2005/052. D. C. S. A. Sec: 1-18.| DFO (2010). STOCK ASSESSMENT OF NEWFOUNDLAND AND LABRADOR ATLANTIC SALMON - 2010. Canadian Science Advisory Secretariat Science Advisory Report, Fisheries and Oceans Canada. 2010/087: 20._3",Salmo salar
1,Year,Abundance,"DFO (2005). Assessment of Newfoundland and Labrador Atlantic Salmon. Sci. Advis. Rep. 2005/052. D. C. S. A. Sec: 1-18.| DFO (2010). STOCK ASSESSMENT OF NEWFOUNDLAND AND LABRADOR ATLANTIC SALMON - 2010. Canadian Science Advisory Secretariat Science Advisory Report, Fisheries and Oceans Canada. 2010/087: 20._4",Salmo salar
1,Year,Abundance,"DFO (2005). Assessment of Newfoundland and Labrador Atlantic Salmon. Sci. Advis. Rep. 2005/052. D. C. S. A. Sec: 1-18.| DFO (2010). STOCK ASSESSMENT OF NEWFOUNDLAND AND LABRADOR ATLANTIC SALMON - 2010. Canadian Science Advisory Secretariat Science Advisory Report, Fisheries and Oceans Canada. 2010/087: 20._5",Salmo salar
1,Year,Abundance,RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0._13,Gadus morhua
1,Year,CPUE,DFO (2005). West Coast of Newfoundland Atlantic Herring (Division 4R) in 2004. Sci. Advis. Rep. 2005/016. D. C. S. A. Sec: 1-9._1,Clupea harengus
1,Year,Abundance,"DFO (2006). Stock Assessment Report on Southern Gulf of St. Lawrence (4T) Herring. Sci. Advis. Rep. 2006/016. D. C. S. A. Sec: 1-12.| DFO (2010). ASSESSMENT OF ATLANTIC HERRING IN THE SOUTHERN GULF OF ST. LAWRENCE (NAFO DIV. 4T). Canadian Science Advisory Secretariat Science Advisory Report, Fisheries and Oceans Canada. 2010/023: 19._1",Clupea harengus
1,Year,Abundance,"DFO (2005). Silver Hake on the Scotian Shelf (Div. 4VWX). Sci. Advis. Rep. 2005/059. D. C. S. A. Sec: 1-7.| DFO (2010). SILVER HAKE ON THE SCOTIAN SHELF (DIVISIONS 4VWX). Canadian Science Advisory Secretariat Science Advisory Report, Fisheries and Ocean Canada. 2010/007: 11._1",Merluccius bilinearis
1,Year,CPUE,DFO (2005). White Hake in the Southern Gulf of St. Lawrence (Div. 4T). Sci. Advis. Rep. 2005/009. D. C. S. A. Sec: 1-6._1,Urophycis tenuis
1,Year,Abundance,DFO (2005). White Hake in 4VWX and 5. Sci. Advis. Rep. 2005/058. D. C. S. A. Sec: 1-8._1,Urophycis tenuis
1,Year,Abundance,DFO (2005). White Hake in 4VWX and 5. Sci. Advis. Rep. 2005/058. D. C. S. A. Sec: 1-8._2,Urophycis tenuis
1,Year,Abundance,DFO (2005). White Hake in 4VWX and 5. Sci. Advis. Rep. 2005/058. D. C. S. A. Sec: 1-8._3,Urophycis tenuis
1,Year,CPUE,"DFO (2006). Assessment of Lumpfish in the Gulf of St. Lawrence (3Pn, 4RST) in 2005. Sci., Advis. Rep. 2006/034. D. C. S. A. Sec.: 1-10.| DFO (2011). ASSESSMENT OF LUMPFISH IN THE GULF OF ST. LAWRENCE (3Pn, 4RST) IN 2010. Canadian Science Advisory Secretariat Science Advisory Report 2011/005: 1-11._1",Cyclopterus lumpus
1,Year,CPUE,"DFO (2006). Assessment of Lumpfish in the Gulf of St. Lawrence (3Pn, 4RST) in 2005. Sci., Advis. Rep. 2006/034. D. C. S. A. Sec.: 1-10.| DFO (2011). ASSESSMENT OF LUMPFISH IN THE GULF OF ST. LAWRENCE (3Pn, 4RST) IN 2010. Canadian Science Advisory Secretariat Science Advisory Report 2011/005: 1-11._2",Cyclopterus lumpus
1,Year,CPUE,"DFO (2006). Assessment of Lumpfish in the Gulf of St. Lawrence (3Pn, 4RST) in 2005. Sci., Advis. Rep. 2006/034. D. C. S. A. Sec.: 1-10.| DFO (2011). ASSESSMENT OF LUMPFISH IN THE GULF OF ST. LAWRENCE (3Pn, 4RST) IN 2010. Canadian Science Advisory Secretariat Science Advisory Report 2011/005: 1-11._3",Cyclopterus lumpus
1,Year,CPUE,DFO (2005). Yellowtail Flounder in the Southern Gulf of St. Lawrence. Sci. Advis. Rep. 2005/010. D. C. S. A. Sec: 1-6._1,Myzopsetta ferruginea
1,Year,Abundance,"DFO (2005). Stock assessment update on groundfish in Newfoundland and Labrador region. Sci. Advis Rep. 2005/051. D. C. S. A. S. Sci., Fisheries and Oceans Canada: 1-10.| DFO (2011). Recovery Potential Assessment of American Plaice (Hippoglossoides platessoides) in Newfoundland and Labrador. Canadian Science Advisory Secretariat Science Advisory Report, Fisheries and Oceans Canada. 2011/030: 27._1",Hippoglossoides platessoides
1,Year,Abundance,"Stephenson, S. A. and W. T. Momot (2000). ""Threespine, Gasterosteus aculeatus, and Fourspine, Apeltes quadracus, Sticklebacks in the Lake Superior basin."" Canadian Field-Naturalist 114(2): 211-216._5",Apeltes quadracus
1,Year,Abundance,"Stephenson, S. A. and W. T. Momot (2000). ""Threespine, Gasterosteus aculeatus, and Fourspine, Apeltes quadracus, Sticklebacks in the Lake Superior basin."" Canadian Field-Naturalist 114(2): 211-216._6",Culaea inconstans
1,Year,Abundance,"Stephenson, S. A. and W. T. Momot (2000). ""Threespine, Gasterosteus aculeatus, and Fourspine, Apeltes quadracus, Sticklebacks in the Lake Superior basin."" Canadian Field-Naturalist 114(2): 211-216._7",Gasterosteus aculeatus
1,Year,Abundance,"Stephenson, S. A. and W. T. Momot (2000). ""Threespine, Gasterosteus aculeatus, and Fourspine, Apeltes quadracus, Sticklebacks in the Lake Superior basin."" Canadian Field-Naturalist 114(2): 211-216._8",Pungitius pungitius
